 Stress_Period Precip SW_Irr GW_Irr ET Recharge Runoff Storage Error
 262             473234.            6753718.           11190307.          -19818067.           -1457905.                  0.            2858713.                 -0.
 263                  0.            1917688.           12884162.          -16348204.            -781722.                  0.            2328076.                 -0.
 264                  0.            1334628.            3073331.          -11196735.            -621292.                  0.            7410069.                  0.
 265            4104420.            1628136.             651859.           -7210524.            -537851.                  0.            1363961.                 -0.
 266           21749833.                  0.                  0.           -2963480.           -4030059.                  0.          -14756294.                 -0.
 267           42165816.                  0.                  0.           -1202618.          -21210058.                  0.          -19753141.                 -0.
 268           10321008.                  0.                  0.           -1043898.           -8424995.                  0.            -852115.                  0.
 269            2543407.                  0.                  0.           -1350280.           -1764180.                  0.             571054.                 -0.
 270            7929942.                  0.                532.          -11657079.           -1061584.                  0.            4788188.                  0.
 271            4537551.             903684.             876625.          -16366428.            -508214.                  0.           10556782.                  0.
 272           10391819.            7270989.            8412563.          -22635895.           -1027008.                  0.           -2412467.                  0.
 273            1142727.            7637572.           11464636.          -24344725.           -1457700.                  0.            5557491.                 -0.
 274            8806442.            2797411.           13309013.          -23545571.           -2962053.                  0.            1594759.                  0.
 275            2466918.            1329377.           10870612.          -15614552.           -1125462.                  0.            2073107.                 -0.
 276            9038497.            1587684.            2107144.          -11332002.           -2358916.                  0.             957592.                 -0.
 277             830657.            1754364.             569493.          -10242025.            -249157.                  0.            7336667.                 -0.
 278            2605596.                  0.                  0.           -2465543.            -206112.                  0.              66059.                 -0.
 279            3357496.                  0.                  0.            -867659.            -261924.                  0.           -2227913.                 -0.
 280            9409530.                  0.                  0.           -1097997.           -1246857.                  0.           -7064676.                  0.
 281           20517177.                  0.                  0.           -1240626.           -6460288.                  0.          -12816263.                  0.
 282           20019887.                  0.                113.          -11569506.           -6749056.                  0.           -1701438.                  0.
 283            1301075.            1475675.            1712620.          -16002416.             -77108.                  0.           11590154.                 -0.
 284            3609679.            6802424.            9241983.          -22225391.            -290928.                  0.            2862233.                 -0.
 285            1754142.            3313976.           14227135.          -22043994.            -748717.                  0.            3497458.                  0.
 286            1155908.            1126823.           14954091.          -17262490.            -862853.                  0.             888520.                  0.
 287            1551351.             813865.           12759399.          -14294778.           -1062087.                  0.             232251.                 -0.
 288           11477967.            1068884.            2981145.          -12292095.           -2997123.                  0.            -238778.                 -0.
 289           16264420.            1680809.             714839.          -10271513.           -3087287.                  0.           -5301269.                 -0.
 290           11988701.                  0.                  0.           -3004862.           -2768998.                  0.           -6214841.                  0.
 291           25719979.                  0.                  0.            -686635.          -13038900.                  0.          -11994444.                  0.
 292            6489672.                  0.                  0.           -1217203.           -4689623.                  0.            -582846.                 -0.
 293           43825341.                  0.                  0.           -1650584.          -40137551.                  0.           -2037206.                  0.
 294            4859104.                  0.                672.          -12124361.            -533256.                  0.            7797840.                  0.
 295            2453973.            2432157.            2560034.          -16037909.            -227717.                  0.            8819461.                  0.
 296            9461064.            6504380.            7944659.          -22420122.            -822227.                  0.            -667753.                 -0.
 297            2412604.            6199247.           12525113.          -25250706.           -1213034.                  0.            5326776.                  0.
 298            3261284.            1872640.           12681782.          -19369148.           -1046222.                  0.            2599664.                  0.
 299            1597553.            1104378.           11523223.          -14363191.            -957590.                  0.            1095628.                 -0.
 300             314326.            1105124.            2767109.           -9746809.            -629459.                  0.            6189709.                 -0.
 301            2661520.            1251382.             819407.           -7379092.            -412366.                  0.            3059148.                  0.
 302            4558693.                  0.                  0.           -2597455.            -352375.                  0.           -1608864.                 -0.
 303           41828780.                  0.                  0.            -519758.          -13175964.                  0.          -28133058.                  0.
 304           42330988.                  0.                  0.            -628094.          -36265415.                  0.           -5437478.                 -0.
 305            9149336.                  0.                  0.           -1107450.           -7897811.                  0.            -144074.                 -0.
 306           29768289.                  0.                  0.          -10716576.          -23169472.                  0.            4117758.                 -0.
 307            7533512.            1752511.            1825649.          -19143811.            -631370.                  0.            8663508.                  0.
 308            6124661.            7456049.            8619150.          -23078345.            -654945.                  0.            1533429.                  0.
 309            2190142.            9697710.           11156042.          -25183890.           -2144041.                  0.            4284037.                 -0.
 310                  0.            6336497.           13247693.          -22171287.           -1856309.                  0.            4443407.                  0.
 311                  0.            2256494.           13218757.          -16856652.           -1080026.                  0.            2461427.                  0.
 312                  0.            1915377.            2710898.          -10535520.            -636846.                  0.            6546092.                 -0.
 313           40429130.            1339402.             415710.           -6965667.          -10819504.                  0.          -24399071.                  0.
 314           11164614.                  0.                  0.           -3234062.           -4353377.                  0.           -3577175.                 -0.
 315           20064140.                  0.                  0.            -392472.          -16283211.                  0.           -3388456.                 -0.
 316           37395714.                  0.                  0.            -452571.          -36255903.                  0.            -687241.                 -0.
 317           37867896.                  0.                  0.           -1127501.          -36616321.                  0.            -124074.                  0.
 318           11660911.                  0.                  0.          -10142851.           -2538849.                  0.            1020789.                 -0.
 319           11349354.               1527.               7582.          -16173358.           -1741753.                  0.            6556649.                 -0.
 320            3030839.            5568875.            6382157.          -24985456.            -218385.                  0.           10221971.                 -0.
 321            2612140.            9522366.           10938185.          -25164700.            -577369.                  0.            2669378.                 -0.
 322                  0.            9808365.           12566977.          -23456410.           -2186992.                  0.            3268059.                 -0.
 323            3609679.            4086418.           10009388.          -17848508.           -1511411.                  0.            1654434.                 -0.
 324             801024.            3262504.            1642855.          -10759344.            -596659.                  0.            5649620.                  0.
 325            1844315.            2014784.             625329.           -8099256.            -426564.                  0.            4041391.                  0.
 326           14003986.                  0.                  0.           -2607594.           -2073742.                  0.           -9322650.                  0.
 327            3762448.                  0.                  0.            -464544.            -978490.                  0.           -2319414.                  0.
 328           10275035.                  0.                  0.            -678426.           -2985010.                  0.           -6611599.                 -0.
 329            2674408.                  0.                  0.           -1313274.            -820282.                  0.            -540853.                 -0.
 330           11845404.              48114.             328552.          -11457509.           -1613424.                  0.             848861.                  0.
 331           11746338.            2804067.            3302777.          -16065861.           -1135448.                  0.            -651872.                  0.
