HRU_ID,SubId_2
"205246",
"205246",
"205246",
"205246",
"204693",
"204693",
"204693",
"204693",
"204693",
"204693",
"204693",
"204693",
"204140",
"204140",
"204140",
"204140",
"204140",
"204140",
"204140",
"204140",
"216860",
"216860",
"216860",
"216860",
"216860",
"216860",
"216860",
"216860",
"216307",
"216307",
"216307",
"216307",
"216307",
"216307",
"216307",
"216307",
"215754",
"215754",
"215754",
"215754",
"215754",
"215754",
"215754",
"215754",
"215201",
"215201",
"215201",
"215201",
"215201",
"215201",
"215201",
"215201",
"214648",
"214648",
"214648",
"214648",
"214648",
"214648",
"214648",
"214648",
"214095",
"214095",
"214095",
"214095",
"214095",
"214095",
"214095",
"214095",
"213542",
"213542",
"213542",
"213542",
"213542",
"213542",
"213542",
"213542",
"212989",
"212989",
"212989",
"212989",
"212989",
"212989",
"212989",
"212989",
"212436",
"212436",
"212436",
"212436",
"212436",
"212436",
"212436",
"212436",
"211883",
"211883",
"211883",
"211883",
"211883",
"211883",
"211883",
"211883",
"211330",
"211330",
"211330",
"211330",
"211330",
"211330",
"211330",
"211330",
"210777",
"210777",
"210777",
"210777",
"210777",
"210777",
"210777",
"210777",
"210224",
"210224",
"210224",
"210224",
"210224",
"210224",
"210224",
"210224",
"209671",
"209671",
"209671",
"209671",
"209671",
"209671",
"209671",
"209671",
"209118",
"209118",
"209118",
"209118",
"209118",
"209118",
"209118",
"209118",
"208565",
"208565",
"208565",
"208565",
"208565",
"208565",
"208565",
"208565",
"208012",
"208012",
"208012",
"208012",
"208012",
"208012",
"208012",
"208012",
"207459",
"207459",
"207459",
"207459",
"207459",
"207459",
"207459",
"207459",
"206906",
"206906",
"206906",
"206906",
"206906",
"206906",
"206906",
"206906",
"206353",
"206353",
"206353",
"206353",
"206353",
"206353",
"206353",
"206353",
"205800",
"205800",
"205800",
"205800",
"205800",
"205800",
"205800",
"205800",
"205247",
"205247",
"205247",
"205247",
"205247",
"205247",
"205247",
"205247",
"204694",
"204694",
"204694",
"204694",
"204694",
"204694",
"204694",
"204694",
"204141",
"204141",
"204141",
"204141",
"204141",
"204141",
"204141",
"204141",
"203588",
"203588",
"203588",
"203588",
"203588",
"203588",
"203588",
"203588",
"201929",
"201929",
"201929",
"201929",
"201929",
"201929",
"201929",
"201929",
"201376",
"201376",
"201376",
"201376",
"201376",
"201376",
"201376",
"201376",
"200823",
"200823",
"200823",
"200823",
"200823",
"200823",
"200823",
"200823",
"200270",
"200270",
"200270",
"200270",
"200270",
"200270",
"200270",
"200270",
"199717",
"199717",
"199717",
"199717",
"199717",
"199717",
"199717",
"199717",
"216861",
"216861",
"216861",
"216861",
"216861",
"216861",
"216861",
"216861",
"216308",
"216308",
"216308",
"216308",
"216308",
"216308",
"216308",
"216308",
"215755",
"215755",
"215755",
"215755",
"215755",
"215755",
"215755",
"215755",
"215202",
"215202",
"215202",
"215202",
"215202",
"215202",
"215202",
"215202",
"214649",
"214649",
"214649",
"214649",
"214649",
"214649",
"214649",
"214649",
"214096",
"214096",
"214096",
"214096",
"214096",
"214096",
"214096",
"214096",
"213543",
"213543",
"213543",
"213543",
"213543",
"213543",
"213543",
"213543",
"212990",
"212990",
"212990",
"212990",
"212990",
"212990",
"212990",
"212990",
"212437",
"212437",
"212437",
"212437",
"212437",
"212437",
"212437",
"212437",
"211884",
"211884",
"211884",
"211884",
"211884",
"211884",
"211884",
"211884",
"211331",
"211331",
"211331",
"211331",
"211331",
"211331",
"211331",
"211331",
"210778",
"210778",
"210778",
"210778",
"210778",
"210778",
"210778",
"210778",
"210225",
"210225",
"210225",
"210225",
"210225",
"210225",
"210225",
"210225",
"209672",
"209672",
"209672",
"209672",
"209672",
"209672",
"209672",
"209672",
"209119",
"209119",
"209119",
"209119",
"209119",
"209119",
"209119",
"209119",
"208566",
"208566",
"208566",
"208566",
"208566",
"208566",
"208566",
"208566",
"208013",
"208013",
"208013",
"208013",
"208013",
"208013",
"208013",
"208013",
"207460",
"207460",
"207460",
"207460",
"207460",
"207460",
"207460",
"207460",
"206907",
"206907",
"206907",
"206907",
"206907",
"206907",
"206907",
"206907",
"206354",
"206354",
"206354",
"206354",
"206354",
"206354",
"206354",
"206354",
"205801",
"205801",
"205801",
"205801",
"205801",
"205801",
"205801",
"205801",
"205248",
"205248",
"205248",
"205248",
"205248",
"205248",
"205248",
"205248",
"204695",
"204695",
"204695",
"204695",
"204695",
"204695",
"204695",
"204695",
"204142",
"204142",
"204142",
"204142",
"204142",
"204142",
"204142",
"204142",
"203589",
"203589",
"203589",
"203589",
"203589",
"203589",
"203589",
"203589",
"203036",
"203036",
"203036",
"203036",
"203036",
"203036",
"203036",
"203036",
"202483",
"202483",
"202483",
"202483",
"202483",
"202483",
"202483",
"202483",
"201930",
"201930",
"201930",
"201930",
"201930",
"201930",
"201930",
"201930",
"201377",
"201377",
"201377",
"201377",
"201377",
"201377",
"201377",
"201377",
"200824",
"200824",
"200824",
"200824",
"200824",
"200824",
"200824",
"200824",
"200271",
"200271",
"200271",
"200271",
"200271",
"200271",
"200271",
"200271",
"199718",
"199718",
"199718",
"199718",
"199718",
"199718",
"199718",
"199718",
"199165",
"199165",
"199165",
"199165",
"199165",
"199165",
"199165",
"199165",
"198612",
"198612",
"198612",
"198612",
"198612",
"198612",
"198612",
"198612",
"198059",
"198059",
"198059",
"198059",
"198059",
"198059",
"198059",
"198059",
"194188",
"194188",
"194188",
"194188",
"194188",
"194188",
"194188",
"194188",
"193635",
"193635",
"193635",
"193635",
"193635",
"193635",
"193635",
"193635",
"193082",
"193082",
"193082",
"193082",
"193082",
"193082",
"193082",
"193082",
"192529",
"192529",
"192529",
"192529",
"192529",
"192529",
"192529",
"192529",
"191976",
"191976",
"191976",
"191976",
"191976",
"191976",
"191976",
"191976",
"186999",
"186999",
"186999",
"186999",
"186999",
"186999",
"186999",
"186999",
"186446",
"186446",
"186446",
"186446",
"186446",
"186446",
"186446",
"186446",
"216862",
"216862",
"216862",
"216862",
"216862",
"216862",
"216862",
"216862",
"216309",
"216309",
"216309",
"216309",
"216309",
"216309",
"216309",
"216309",
"215756",
"215756",
"215756",
"215756",
"215756",
"215756",
"215756",
"215756",
"215203",
"215203",
"215203",
"215203",
"215203",
"215203",
"215203",
"215203",
"214650",
"214650",
"214650",
"214650",
"214650",
"214650",
"214650",
"214650",
"214097",
"214097",
"214097",
"214097",
"214097",
"214097",
"214097",
"214097",
"213544",
"213544",
"213544",
"213544",
"213544",
"213544",
"213544",
"213544",
"212991",
"212991",
"212991",
