HRU_ID,row,column,delx,dely,area,node,newnode,noflow,pinched,SubId,DowSubId
"254935",,,,,,,,,,,
"254382",,,,,,,,,,,
"253829",,,,,,,,,,,
"253276",,,,,,,,,,,
"252723",,,,,,,,,,,
"252170",,,,,,,,,,,
"251617",,,,,,,,,,,
"251064",,,,,,,,,,,
"250511",,,,,,,,,,,
"249958",,,,,,,,,,,
"249405",,,,,,,,,,,
"248852",,,,,,,,,,,
"248299",,,,,,,,,,,
"247746",,,,,,,,,,,
"247193",,,,,,,,,,,
"246640",,,,,,,,,,,
"246087",,,,,,,,,,,
"245534",,,,,,,,,,,
"244981",,,,,,,,,,,
"244428",,,,,,,,,,,
"243875",,,,,,,,,,,
"243322",,,,,,,,,,,
"242769",,,,,,,,,,,
"242216",,,,,,,,,,,
"241663",,,,,,,,,,,
"241110",,,,,,,,,,,
"240557",,,,,,,,,,,
"240004",,,,,,,,,,,
"239451",,,,,,,,,,,
"238898",,,,,,,,,,,
"238345",,,,,,,,,,,
"237792",,,,,,,,,,,
"237239",,,,,,,,,,,
"236686",,,,,,,,,,,
"236133",,,,,,,,,,,
"235580",,,,,,,,,,,
"235027",,,,,,,,,,,
"234474",,,,,,,,,,,
"233921",,,,,,,,,,,
"233368",,,,,,,,,,,
"232815",,,,,,,,,,,
"232262",,,,,,,,,,,
"231709",,,,,,,,,,,
"231156",,,,,,,,,,,
"230603",,,,,,,,,,,
"230050",,,,,,,,,,,
"229497",,,,,,,,,,,
"228944",,,,,,,,,,,
"228391",,,,,,,,,,,
"227838",,,,,,,,,,,
"227285",,,,,,,,,,,
"226732",,,,,,,,,,,
"226179",,,,,,,,,,,
"225626",,,,,,,,,,,
"225073",,,,,,,,,,,
"224520",,,,,,,,,,,
"223967",,,,,,,,,,,
"223414",,,,,,,,,,,
"222861",,,,,,,,,,,
"222308",,,,,,,,,,,
"221755",,,,,,,,,,,
"221202",,,,,,,,,,,
"220649",,,,,,,,,,,
"220096",,,,,,,,,,,
