WELL_INFO_ID,row,col,layer,x,y,z,GROUND_SURFACE_ELEVATION_m,TOP_DEPTH_m,BOT_DEPTH_m,tex
16264,107,110,0,511061.4459326412,4604561.25176096,976.2779780273438,965.146152,0.0,1.524,Mixed_Fine
16264,107,110,0,511061.4459326412,4604561.25176096,974.7539780273438,965.146152,1.524,3.048,Mixed_Fine
16264,107,110,0,511061.4459326412,4604561.25176096,973.2299780273438,965.146152,3.048,4.572,Mixed_Coarse
16264,107,110,0,511061.4459326412,4604561.25176096,968.6579780273438,965.146152,4.572,12.192,Mixed_Fine
16264,107,110,0,511061.4459326412,4604561.25176096,964.5431780273437,965.146152,12.192,12.8016,Mixed_Coarse
16264,107,110,0,511061.4459326412,4604561.25176096,963.0191780273437,965.146152,12.8016,15.24,Mixed_Fine
16264,107,110,1,511061.4459326412,4604561.25176096,957.9899780273438,965.146152,15.24,22.86,Mixed_Fine
16273,254,127,0,512681.4955983508,4589913.28800328,845.9407731445312,847.92312,0.0,2.4384,Sand
16273,254,127,1,512681.4955983508,4589913.28800328,824.6047731445312,847.92312,2.4384,42.672,Very_Coarse
16273,254,127,1,512681.4955983508,4589913.28800328,789.2479731445312,847.92312,42.672,73.152,Mixed_Coarse
16277,139,13,0,501315.9038968613,4601331.649030014,936.1255780273437,937.226472,0.0,1.8288,Mixed_Fine
