Month East_Fork_Avg_Flow_m3day South_Fork_Avg_Flow_m3day Sugar_Avg_Flow_m3day French_Avg_Flow_m3day Etna_Avg_Flow_m3day Johnson_Avg_Flow_m3day Crystal_Avg_Flow_m3day Patterson_Avg_Flow_m3day Kidder_Avg_Flow_m3day Moffett_Avg_Flow_m3day Mill_Avg_Flow_m3day Shackleford_Avg_Flow_m3day
2002-09-01 7152.19468292736 7274.52412448256 3277.70442123805 2459.13728616628 8071.51254921499 453.163317741651 339.872488306239 2265.81658870826 5239.19158193068 1291.12774594332 11123.9068648436 16738.476184576
2002-10-01 12966.9208048512 17378.6729228742 4163.47624695486 3418.68081313746 10773.8753209708 617.767963663868 463.325972747901 3088.83981831934 7364.99482180175 1776.65322477998 12713.251359145 20560.068781167
2002-11-01 32188.953721225 59713.078071145 12700.5082189242 14934.5136263407 40033.6858660985 2496.36949132164 1872.27711849123 12481.8474566082 30028.6157833601 7451.70218667815 25468.2463497152 54874.7983632048
2002-12-01 414800.085220441 234666.942550642 80931.1382517234 177844.748939196 359677.099892535 25955.1879116554 19466.3909337416 129775.939558277 258863.304330468 82665.3049728478 78042.1012838221 277111.524996746
2003-01-01 669524.331124057 339352.82803523 120104.470473722 300858.514896299 573594.482404196 42677.7462172511 32008.3096629383 213388.731086256 608102.810859714 137783.481331194 99351.4598244805 391688.473992038
2003-02-01 403226.591379211 260474.332340037 80489.3794368088 170690.93340851 350788.660159834 25104.2588535435 18828.1941401576 125521.294267718 255941.152748691 79660.7542401926 80918.2419727399 279271.041350427
2003-03-01 425299.517683329 239230.228402448 82616.5099009074 182793.972955788 368549.222623098 26637.9325784931 19978.4494338698 133189.662892466 342011.809588843 84899.9579688145 79032.0061992106 282163.701934557
2003-04-01 427025.119971125 389823.153755904 83371.096849543 183018.995718295 370312.448084155 26716.2697678902 20037.2023259177 133581.348839451 445115.104407188 85080.2598557556 80491.4172018848 285574.806345887
2003-05-01 514167.872431125 276891.475904925 96608.8276843888 225141.095831011 443435.609699162 32441.5062436666 24331.1296827499 162207.531218333 439918.7700542 103954.913844677 86967.5864068705 323642.550251166
2003-06-01 380906.099803775 221410.190569831 75873.359049997 161433.021153345 331270.355499695 23725.6828101716 17794.2621076287 118628.414050858 278481.342641192 75311.9864377825 75983.866666635 262932.496376373
2003-07-01 86340.9090718637 129037.830285646 22100.1028614453 31571.8989580355 77525.2402834607 5059.08369277409 3794.31276958057 25295.4184638705 45474.9833703911 15409.2846831112 35284.8610458471 88817.8716340189
2003-08-01 53509.2654028552 62822.0874051221 13303.760584703 16060.342562451 42544.9263947154 2669.29289812073 2001.96967359055 13346.4644906037 16008.583177456 7989.61374463361 25869.7307409634 56922.2200164254
2003-09-01 23071.3326773107 34089.1377133824 8992.80206149991 9430.30778791562 26617.839425859 1615.98881868697 1211.99161401523 8079.94409343485 5938.68662269978 4766.81676550624 20621.1376532092 40546.0721486983
2003-10-01 37220.7829598352 36621.8803452257 11086.2208647688 12597.7129644011 34294.3774668986 2121.46022015052 1591.09516511289 10607.3011007526 4425.16889548391 6310.16587121353 23139.9903695973 48513.6154470286
2003-11-01 56988.8551169416 51232.7499008596 15842.541427189 20046.789681784 51990.9474548917 3297.99756924919 2473.49817693689 16489.9878462459 24102.9776344262 9919.70784827558 29154.7675186781 66608.4242717002
2003-12-01 160472.342755637 112897.676128759 36986.6970622099 62683.0356952229 142514.424436309 9678.7273060578 7259.04547954335 48393.636530289 323150.977367641 30006.8957605577 48346.055561431 139492.70630366
2004-01-01 218298.723676911 143105.910640924 47670.036097171 87883.9653879865 192373.24234231 13324.2712273677 9993.2034205258 66621.3561368386 300996.720890893 41671.2441297516 56461.5997228107 174241.657808697
2004-02-01 393520.555497202 228812.003002041 78404.2277788107 166757.58404305 342252.410427794 24510.1518755012 18382.6139066259 122550.759377506 240470.997952607 77799.1968945655 78551.6539147044 271739.528288051
2004-03-01 420863.481126357 237305.420372396 81905.3372722496 180701.433962616 364801.409279835 26349.3906900607 19762.0430175455 131746.953450303 325784.611860994 83955.3546752248 78615.26399947 280033.411963268
2004-04-01 381696.121898047 221763.914901636 76003.089149013 161800.719936476 331940.11294516 23776.7984228467 17832.598817135 118883.992114233 338361.604282463 75478.6765319976 76063.2915464136 263326.543297964
2004-05-01 355007.087509144 208145.734082497 71182.8852423564 149902.467591937 309038.866298048 22080.3120212045 16560.2340159034 110401.560106022 295744.447126055 70014.3711450037 72150.8482335268 247624.286618192
2004-06-01 173013.306234478 120540.178644035 39581.2482209144 67863.7471559926 153487.802513867 10452.2891340575 7839.21685054314 52261.4456702876 167698.169309582 32444.2048909479 51038.6403626484 148634.360443095
2004-07-01 39938.7179939321 38665.4715834199 11749.5545404166 13611.3890419106 36733.3767775288 2282.59309896854 1711.9448242264 11412.9654948427 40139.8412741772 6803.03033244109 23977.1329166069 51048.9704193595
2004-08-01 9387.99547640698 12671.9238369397 3560.707274934 2775.91268386631 8955.14294127208 507.297669953128 380.473252464846 2536.48834976564 6777.05106215808 1451.12270493245 11553.6886464099 17926.1291425946
2004-09-01 9894.34209625096 13295.0080871209 3739.77912871317 2931.30331887915 9433.453219901 535.067828545227 401.30087140892 2675.33914272614 3902.30918561088 1531.41623464416 12058.2491593429 18789.8714494749
2004-10-01 27959.2625545104 29376.7407193559 8756.42795031701 12793.2919200632 25947.279782936 1576.02995542368 1182.02246656776 7880.14977711841 20434.6143910411 4649.93077765117 20031.1767377652 39450.3574308843
2004-11-01 48476.6966118972 45229.0661573552 13864.2239899737 26969.5642148698 44405.8100460851 2787.87609722473 2090.90707291855 13939.3804861237 29265.2800680557 8346.98464440111 26870.9649455959 59258.2402519499
